Id,Label,timeset,frequency,type,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,componentnumber,Cluster,clustering,triangles,eigencentrality
Elmer R. Magsinoy,Elmer R. Magsinoy,,3,author1,3,3,1,1,1,0,0.000243,100,196,1,3,0.000743
Anne Janyarae E. Arato,Anne Janyarae E. Arato,,4,author1,4,4,1,1,1,0,0.000243,88,151,1,6,0.00108
Xavier Jet O. Garcia,Xavier Jet O. Garcia,,5,; author2,5,5,16,0.137296,0.166458,0,0.00016,0,3,1,10,0.003417
Edrianne Raquel,Edrianne Raquel,,4,author1; author2,4,4,14,0.135647,0.158025,0,0.000147,0,1,1,6,0.001813
Paolo Miguel C. Villegas,Paolo Miguel C. Villegas,,3,author1; author2,3,3,16,0.114086,0.125446,0,0.000138,0,32,1,3,0.001332
Challiz D. Omorog,Challiz D. Omorog,,6,author1; author2,6,6,1,1,1,12,0.000533,101,113,0.2,3,0.001381
Sarena Grace Qui̱ones,Sarena Grace Qui̱ones,,6,author1; author2,6,6,3,0.625,0.766667,0,0.000268,68,76,1,15,0.001972
Aileen H. Orbecido,Aileen H. Orbecido,,5,author1; author2,5,5,14,0.154239,0.176606,0,0.000152,0,50,1,10,0.002472
Jose Emmanuel D. Ignacio,Jose Emmanuel D. Ignacio,,4,author1; author2,4,4,14,0.15566,0.181586,0,0.000178,0,9,1,6,0.001889
Venice Juanillas,Venice Juanillas,,20,author1,20,20,15,0.120289,0.145459,0,0.000231,0,7,1,190,0.048355
Maria Rosario D. Rodavia,Maria Rosario D. Rodavia,,2,author1; author2,2,2,1,1,1,0,0.000243,102,272,1,1,0.000454
Mia Shaira P. Estabillo,Mia Shaira P. Estabillo,,20,author1; author2,13,20,18,0.105664,0.125982,7.46637,0.000293,0,4,0.897436,70,0.00961
Jacob Chan,Jacob Chan,,2,author1,2,2,1,1,1,0,0.000243,103,289,1,1,0.000454
Deanne Erika Buena,Deanne Erika Buena,,4,author1; author2,4,4,1,1,1,0,0.000243,104,153,1,6,0.00108
Jose Santos R. Carandang VI,Jose Santos R. Carandang VI,,13,author1; author2,13,13,14,0.178566,0.229632,0,0.000214,0,0,1,78,0.025784
Shydel M. Sarte,Shydel M. Sarte,,3,author1; author2,3,3,13,0.148184,0.174761,0,0.000114,0,2,1,3,0.001774
Carl Matthew E. Aurelio,Carl Matthew E. Aurelio,,3,author1; author2,3,3,15,0.121194,0.139027,0,0.00017,0,20,1,3,0.001452
Charles S. Pundan,Charles S. Pundan,,4,; author2,4,4,14,0.132915,0.15045,0,0.000186,0,2,1,6,0.001288
Paul John O. Argarin,Paul John O. Argarin,,5,author1,5,5,14,0.130172,0.145335,0,0.000122,0,19,1,10,0.003028
C. Paglinawan Charmaine,C. Paglinawan Charmaine,,6,author1; author2,6,6,1,1,1,0,0.000243,105,114,1,15,0.001925
Rexel U. Sabran,Rexel U. Sabran,,1,author1,1,1,15,0.116856,0.131406,0,0.000071,0,5,0,0,0.000741
Yuya Onuma,Yuya Onuma,,2,author1; author2,2,2,1,1,1,0,0.000243,106,247,1,1,0.000454
Shio Miyafuji,Shio Miyafuji,,17,author1; author2,17,17,1,1,1,0,0.000243,53,48,1,136,0.013867
Narene M. Nagares,Narene M. Nagares,,2,author1,2,2,14,0.132072,0.153589,0,0.000094,0,5,1,1,0.003188
Andrea Bonetti,Andrea Bonetti,,2,author1,2,2,1,1,1,0,0.000243,76,245,1,1,0.000454
Mike Miguel B. Magalang,Mike Miguel B. Magalang,,7,author1; author2,7,7,2,0.612903,0.684211,0,0.000253,107,41,1,21,0.002766
Ailene L.Sta Maria,Ailene L.Sta Maria,,3,author1; author2,3,3,1,1,1,0,0.000243,108,197,1,3,0.000743
John D. Ultra,John D. Ultra,,2,; author2,2,2,1,1,1,1,0.000354,109,248,0,0,0.000418
Rhonnel S. Paculanan,Rhonnel S. Paculanan,,1,author1,1,1,1,1,1,0,0.000243,110,399,0,0,0.000208
Aldrich Zeno,Aldrich Zeno,,1,author1,1,1,3,0.5,0.530303,0,0.000098,111,71,0,0,0.000375
Sheila Samsatli,Sheila Samsatli,,1,; author2,1,1,1,1,1,0,0.000243,112,312,0,0,0.000208
Glenn S. Gloria,Glenn S. Gloria,,6,author1; author2,6,6,1,1,1,0,0.000243,22,115,1,15,0.001925
Eduard James S. Ramos,Eduard James S. Ramos,,3,author1; author2,3,3,1,1,1,0,0.000243,113,203,1,3,0.000743
Christian Kyle Y. Fermin,Christian Kyle Y. Fermin,,6,author1,6,6,14,0.161995,0.20527,0,0.000123,0,0,1,15,0.011921
Alvin R. Malicdem,Alvin R. Malicdem,,3,author1; author2,3,3,17,0.112236,0.126647,0,0.000198,0,27,1,3,0.0012
Renz Iver Baliber,Renz Iver Baliber,,4,author1; author2,4,4,15,0.131347,0.150976,0,0.000178,0,10,1,6,0.001917
Enrico Sison,Enrico Sison,,3,author1; author2,3,3,2,0.588235,0.65,0,0.000189,69,74,1,3,0.000896
Ann Renzel Lagunda,Ann Renzel Lagunda,,3,author1,3,3,14,0.130158,0.144921,0,0.000098,0,19,1,3,0.001912
Vince Lloyd Q. Balisi,Vince Lloyd Q. Balisi,,2,; author2,2,2,14,0.15963,0.196726,0,0.000104,0,1,1,1,0.002466
Alec Denji S. Santos,Alec Denji S. Santos,,7,author1; author2,7,7,15,0.142226,0.168759,0,0.000222,0,1,1,21,0.003178
Mark Arthur A. Caro III,Mark Arthur A. Caro III,,3,author1; author2,3,3,1,1,1,0,0.000243,114,198,1,3,0.000743
Ephraim D. Mendoza,Ephraim D. Mendoza,,9,author1; author2,5,9,14,0.130172,0.145335,0,0.000185,0,19,1,10,0.003028
Ann E. Dulay,Ann E. Dulay,,19,author1,12,19,15,0.139195,0.161088,13246.5,0.000625,0,25,0.333333,22,0.004127
M. Sunil Kumar,M. Sunil Kumar,,13,author1; author2,13,13,2,0.809524,0.882353,0,0.000254,115,51,1,78,0.00786
Carlo Ysmael C De Guzman,Carlo Ysmael C De Guzman,,1,; author2,1,1,2,0.571429,0.625,0,0.00011,21,182,0,0,0.000265
Francis Aldrine A. Uy,Francis Aldrine A. Uy,,20,; author2,16,20,13,0.156893,0.19604,14939.885337,0.000551,0,1,0.3,36,0.010094
Hannah Aubrey Isanan,Hannah Aubrey Isanan,,4,; author2,4,4,2,0.7,0.785714,0,0.0002,116,103,1,6,0.001216
Shearyl Arenas,Shearyl Arenas,,6,; author2,3,6,14,0.169615,0.216158,1207,0.00017,0,304,0.666667,2,0.007995
Debra Ferdinand-James,Debra Ferdinand-James,,10,author1; author2,10,10,2,0.916667,0.954545,0,0.000255,56,70,1,45,0.004544
Joseph Bryan G. Ibarra,Joseph Bryan G. Ibarra,,14,author1; author2,14,14,13,0.15562,0.192046,5469.110835,0.000461,0,1,0.307692,28,0.008413
Renzo Leru L. Benemerito,Renzo Leru L. Benemerito,,5,author1; author2,5,5,2,0.6,0.666667,0,0.000199,12,55,1,10,0.001825
Carl James N. Dungca,Carl James N. Dungca,,5,author1; author2,5,5,2,0.666667,0.75,0,0.000225,117,75,1,10,0.001595
Kira Andrea C. Chan,Kira Andrea C. Chan,,2,author1,2,2,1,1,1,0,0.000243,118,249,1,1,0.000454
Christian Earl J. Buna,Christian Earl J. Buna,,5,author1,5,5,2,0.727273,0.8125,0,0.000247,94,89,1,10,0.00154
Laurenz Adriel Tolentino,Laurenz Adriel Tolentino,,3,author1; author2,3,3,14,0.154111,0.177887,295.044945,0.000128,0,34,0.333333,1,0.001504
Tyrone Kent L. Pastoril,Tyrone Kent L. Pastoril,,5,author1; author2,5,5,15,0.126294,0.144076,0,0.000207,0,2,1,10,0.002079
Bon Eric Rosete,Bon Eric Rosete,,6,author1; author2,6,6,2,0.625,0.7,0,0.000227,12,55,1,15,0.002162
Glazy Rica P. Ramirez,Glazy Rica P. Ramirez,,5,author1; author2,5,5,13,0.150295,0.182519,0,0.000171,0,2,1,10,0.003815
Esteen Valdez,Esteen Valdez,,6,author1; author2,6,6,14,0.169532,0.210045,0,0.000161,0,15,1,15,0.007944
Dyah Mutiarin,Dyah Mutiarin,,4,author1,4,4,1,1,1,0,0.000243,77,150,1,6,0.00108
Jan Joevil Razon,Jan Joevil Razon,,2,author1,2,2,15,0.145035,0.171444,0,0.000085,0,304,1,1,0.000925
Matthew Edward M. Fernandez,Matthew Edward M. Fernandez,,5,author1; author2,5,5,14,0.170923,0.220152,0,0.00012,0,0,1,10,0.012072
Kelvin C. Bu̱o,Kelvin C. Bu̱o,,22,author1; author2,9,22,14,0.1302,0.146163,3.166667,0.000413,0,19,0.694444,25,0.004733
Christina Marie Moneda,Christina Marie Moneda,,3,author1; author2,3,3,5,0.267905,0.306601,0,0.000182,40,45,1,3,0.001095
Joseph Leandro B Peje,Joseph Leandro B Peje,,6,author1,6,6,19,0.08274,0.102955,0,0.000156,0,6,1,15,0.005077
Reir Erlinda E. Cutad,Reir Erlinda E. Cutad,,1,author1,1,1,15,0.128109,0.14607,0,0.000066,0,5,0,0,0.000879
Richard Justin V Vergara,Richard Justin V Vergara,,3,; author2,3,3,3,0.538462,0.595238,0,0.000156,81,64,1,3,0.000975
Domingo V. Origines,Domingo V. Origines,,4,author1,2,4,14,0.132072,0.153589,0,0.000152,0,5,1,1,0.003188
Thippaya Chintakovid,Thippaya Chintakovid,,17,author1; author2,17,17,1,1,1,0,0.000243,53,48,1,136,0.013867
Khrysielle Anne A. Manalo,Khrysielle Anne A. Manalo,,5,author1; author2,5,5,14,0.160233,0.200086,0,0.00017,0,1,1,10,0.004773
Gelleen M. Bautista,Gelleen M. Bautista,,4,author1; author2,4,4,15,0.145463,0.173541,0,0.000184,0,176,1,6,0.001387
Francis Marlon Cabredo,Francis Marlon Cabredo,,3,author1,3,3,19,0.091032,0.104927,0,0.000169,0,12,1,3,0.000978
Fei Xu,Fei Xu,,3,author1; author2,3,3,14,0.123002,0.135102,0,0.00011,0,19,1,3,0.001398
Unife O. Cagas,Unife O. Cagas,,2,author1,2,2,15,0.116709,0.130095,0,0.000133,0,5,1,1,0.000615
Jared Miguel T. Cacho,Jared Miguel T. Cacho,,7,author1; author2,7,7,14,0.145929,0.175451,0,0.000207,0,1,1,21,0.004106
K. A. Tan,K. A. Tan,,4,; author2,4,4,14,0.154269,0.183132,0,0.00012,0,0,1,6,0.003363
Liyun Lao,Liyun Lao,,7,author1; author2,4,7,1,1,1,0,0.000201,119,161,1,6,0.00108
Jay Chester Usero,Jay Chester Usero,,6,author1; author2,6,6,1,1,1,0,0.000243,120,121,1,15,0.001925
Rodel Naz,Rodel Naz,,2,; author2,2,2,15,0.116783,0.130373,0,0.000136,0,5,1,1,0.000641
Chynna L. Fianza,Chynna L. Fianza,,4,author1; author2,4,4,17,0.101696,0.123108,0,0.000134,0,11,1,6,0.002302
Clifford A. Calleja,Clifford A. Calleja,,4,author1,4,4,15,0.133732,0.15258,0,0.000169,0,8,1,6,0.001889
Samantha G. Mallari,Samantha G. Mallari,,5,author1,5,5,1,1,1,0,0.000243,98,136,1,10,0.001472
Krister Ian Daniel Z. Roquel,Krister Ian Daniel Z. Roquel,,6,author1; author2,3,6,14,0.169734,0.216675,0,0.000113,0,0,1,3,0.009597
Karmelo Antonio Lazaro R. Carranza,Karmelo Antonio Lazaro R. Carranza,,22,author1; author2,14,22,13,0.183866,0.238362,4024.851373,0.00037,0,0,0.527473,48,0.031512
Jerome Cuevas,Jerome Cuevas,,2,author1,2,2,14,0.167778,0.2067,0,0.000078,0,9,1,1,0.00458
Patrick Kyle H. Juan,Patrick Kyle H. Juan,,4,author1; author2,4,4,2,0.642857,0.722222,0,0.000209,121,79,1,6,0.001198
Redan Benedict Alcaide,Redan Benedict Alcaide,,2,author1; author2,2,2,2,0.625,0.7,0,0.000179,122,138,1,1,0.000514
Joshua H. Manalansan,Joshua H. Manalansan,,6,author1; author2,6,6,14,0.152467,0.176965,0,0.000192,0,8,1,15,0.003516
Francisco Emmanuel T. Munsayac,Francisco Emmanuel T. Munsayac,,29,author1; author2,17,29,13,0.173663,0.223598,2969.249597,0.000496,0,0,0.367647,50,0.023857
Carlo Migel Bautista,Carlo Migel Bautista,,4,author1,4,4,13,0.157425,0.177485,0,0.000175,0,9,1,6,0.001658
Marvin Rick G. Forcado,Marvin Rick G. Forcado,,1,author1,1,1,16,0.124961,0.138879,0,0.000058,0,140,0,0,0.000327
Menchita F. Dumlao,Menchita F. Dumlao,,1,; author2,1,1,1,1,1,0,0.000243,123,355,0,0,0.000208
Marilou O. Espina,Marilou O. Espina,,3,author1,3,3,14,0.132159,0.154554,0,0.00013,0,5,1,3,0.003516
Hadi Quesneville,Hadi Quesneville,,9,author1; author2,9,9,16,0.107708,0.127417,0,0.000135,0,7,1,36,0.028203
Francis Gregory Ng,Francis Gregory Ng,,4,author1; author2,4,4,14,0.15566,0.181586,0,0.000178,0,9,1,6,0.001889
Marquin Jose Paca̱a,Marquin Jose Paca̱a,,3,; author2,3,3,3,0.517241,0.577778,0,0.00018,52,57,1,3,0.000967
Honey Lyn R. Gomez,Honey Lyn R. Gomez,,3,author1,3,3,2,0.714286,0.8,0,0.000149,93,135,1,3,0.000873
Karl Joseph Centillo,Karl Joseph Centillo,,4,author1,4,4,16,0.106091,0.113658,0,0.000205,0,36,1,6,0.001295
Rafael Ventura,Rafael Ventura,,8,author1; author2,8,8,2,0.681818,0.766667,0,0.000254,35,56,1,28,0.003318
May Marie P. Talandron,May Marie P. Talandron,,2,author1; author2,2,2,2,0.666667,0.75,0,0.000207,124,154,1,1,0.000492
Genesis G. Esguerra,Genesis G. Esguerra,,3,; author2,3,3,15,0.121194,0.139027,0,0.00017,0,20,1,3,0.001452
Danielle Diane C. Almiranez,Danielle Diane C. Almiranez,,10,author1; author2,5,10,13,0.150389,0.183257,0,0.000254,0,1,1,10,0.00419
Jessah Daculan,Jessah Daculan,,3,author1; author2,3,3,1,1,1,0,0.000243,125,223,1,3,0.000743
Patrick Alvin C Tan,Patrick Alvin C Tan,,4,author1; author2,4,4,16,0.122242,0.136507,0,0.000179,0,25,1,6,0.001405
Patrick Jason Y. Piera,Patrick Jason Y. Piera,,1,author1,1,1,1,1,1,0,0.000243,126,313,0,0,0.000208
Rey Rusty A. Quides,Rey Rusty A. Quides,,11,author1; author2,11,11,18,0.105576,0.124395,0,0.000178,0,4,1,55,0.007593
Josephine Luz S. De Leon,Josephine Luz S. De Leon,,1,author1,1,1,17,0.111321,0.122942,0,0.000075,0,44,0,0,0.000377
Yves Lean Krishner Bautista Macayana,Yves Lean Krishner Bautista Macayana,,9,author1; author2,9,9,18,0.089988,0.11508,0,0.000174,0,6,1,36,0.011654
Ivan Joseph Valdez,Ivan Joseph Valdez,,3,author1,3,3,5,0.29023,0.335314,0,0.000194,40,40,1,3,0.001142
Louis Van Hecke,Louis Van Hecke,,3,author1; author2,3,3,1,1,1,0,0.000243,83,192,1,3,0.000743
John Jhed M. Lizo,John Jhed M. Lizo,,4,author1; author2,4,4,2,0.7,0.785714,0,0.000236,127,99,1,6,0.001145
Chu Xiaohui,Chu Xiaohui,,4,author1,4,4,1,1,1,0,0.000243,128,155,1,6,0.00108
C. Paglinawan Arnold,C. Paglinawan Arnold,,6,author1; author2,6,6,1,1,1,0,0.000243,105,114,1,15,0.001925
Kristina Ticman,Kristina Ticman,,11,author1,11,11,18,0.105576,0.124395,0,0.000178,0,4,1,55,0.007593
Darvin M. Taghoy,Darvin M. Taghoy,,1,author1,1,1,15,0.139379,0.159096,0,0.000067,0,2,0,0,0.001109
Ian Benedict Aguilar,Ian Benedict Aguilar,,3,; author2,3,3,14,0.122379,0.134906,0,0.000117,0,28,1,3,0.001301
Nathalie Rose Lim-Cheng,Nathalie Rose Lim-Cheng,,16,author1; author2,12,16,13,0.151227,0.169902,47929.916298,0.000653,0,13,0.19697,13,0.004005
Allen Dominic A. Perez,Allen Dominic A. Perez,,5,author1; author2,5,5,2,0.692308,0.777778,0,0.000236,121,79,1,10,0.001566
Allan Borra,Allan Borra,,13,author1; author2,5,13,14,0.145157,0.166881,116.992857,0.000358,0,10,0.4,4,0.002273
Eliezer A. Albacea,Eliezer A. Albacea,,5,author1; author2,5,5,15,0.149941,0.174597,65856.679338,0.000273,0,50,0.2,2,0.001663
Henry Natividad Adorna,Henry Natividad Adorna,,9,author1; author2,8,9,14,0.129163,0.144901,11213.10187,0.000274,0,19,0.357143,10,0.003371
Zainab Binti Abubaker,Zainab Binti Abubaker,,2,; author2,2,2,2,0.6,0.666667,0,0.000118,82,109,1,1,0.000537
Jun T. Kobayashi,Jun T. Kobayashi,,4,author1; author2,4,4,14,0.141493,0.166484,0,0.000186,0,30,1,6,0.001885
Manuel Noguera,Manuel Noguera,,5,author1; author2,5,5,1,1,1,0,0.000243,72,132,1,10,0.001472
Thomas Suwanto,Thomas Suwanto,,2,; author2,2,2,1,1,1,0,0.000243,129,250,1,1,0.000454
Dexter I. Mercurio,Dexter I. Mercurio,,1,author1,1,1,15,0.119533,0.1335,0,0.000088,0,65,0,0,0.00065
Ryndel V. Amorado,Ryndel V. Amorado,,2,author1,2,2,14,0.132072,0.153589,0,0.000094,0,5,1,1,0.003188
Jollene G. Empinado,Jollene G. Empinado,,3,author1; author2,3,3,1,1,1,0,0.000243,130,199,1,3,0.000743
Ruth P. Serqui̱a,Ruth P. Serqui̱a,,4,author1; author2,4,4,2,0.611111,0.681818,0,0.000223,131,72,1,6,0.001236
Edwin J. Calilung,Edwin J. Calilung,,27,author1; author2,18,27,14,0.180393,0.238173,12260.679226,0.000518,0,0,0.281046,43,0.030328
Emmett N. Young,Emmett N. Young,,4,author1; author2,4,4,16,0.136713,0.159184,0,0.000201,0,33,1,6,0.001545
Jason P. Alinsunurin,Jason P. Alinsunurin,,1,; author2,1,1,1,1,1,0,0.000243,132,314,0,0,0.000208
Allysa Manansala,Allysa Manansala,,5,author1; author2,5,5,14,0.152458,0.176758,0,0.000167,0,8,1,10,0.00309
Jeneveb T. Malusay,Jeneveb T. Malusay,,5,author1; author2,3,5,1,1,1,0,0.000266,49,188,1,3,0.000743
Ronalyn P. Jose,Ronalyn P. Jose,,34,author1; author2,23,34,17,0.117413,0.142284,7926.890484,0.000462,0,4,0.604743,153,0.018659
Jonen Lery L. Ibanez,Jonen Lery L. Ibanez,,6,author1; author2,6,6,14,0.145876,0.175865,0,0.000183,0,1,1,15,0.004224
Gabriel Phillipe A. Abiera,Gabriel Phillipe A. Abiera,,4,author1,4,4,5,0.264516,0.341057,0,0.000218,133,29,1,6,0.001194
Rafael G. Maramba,Rafael G. Maramba,,7,author1; author2,7,7,15,0.126294,0.144387,7239,0.00034,0,2,0.428571,9,0.002364
Donabel Abuan,Donabel Abuan,,4,; author2,4,4,1,1,1,0,0.000243,134,156,1,6,0.00108
Mathieu Rouard,Mathieu Rouard,,55,author1; author2,55,55,16,0.107929,0.136937,0,0.000254,0,7,1,1485,0.964798
Calvin Alexander Ng,Calvin Alexander Ng,,4,author1; author2,4,4,14,0.15566,0.181586,0,0.000178,0,9,1,6,0.001889
Edwin Olmos,Edwin Olmos,,5,author1; author2,5,5,5,0.269333,0.316502,0,0.000246,40,45,1,10,0.0018
Carlwin Dayagdag,Carlwin Dayagdag,,4,author1; author2,2,4,18,0.101012,0.111963,0,0.000266,0,27,1,1,0.000829
Chi Hao Lioa,Chi Hao Lioa,,3,author1; author2,3,3,14,0.137672,0.152469,0,0.000171,0,26,1,3,0.001014
Jesrey Martin S. MacAsero,Jesrey Martin S. MacAsero,,13,author1; author2,5,13,2,0.54902,0.589286,0,0.00031,135,24,1,10,0.002219
